"","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","TAXON.CONCEPT.ID","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","EXOTIC.CODE","OBSERVATION.COUNT","BREEDING.CODE","BREEDING.CATEGORY","BEHAVIOR.CODE","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","ID","NSPECIES","Vireo_gracilirostris"
"965","URN:CornellLabOfOrnithology:EBIRD:OBS986192202","2020-09-24 20:46:58",7412,"species","avibase-4FF7DE80","Black Vulture","Coragyps atratus","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Porto de Galinhas--área geral","L10228648","H",-8.5047099,-35.0073911,"2002-02-23","06:30:00","obsr278750","S74019009","Historical","P62","EBIRD",NA,NA,NA,NA,0,"",0,1,0,"","","",40,16,0
"966","URN:CornellLabOfOrnithology:EBIRD:OBS986175908","2020-09-24 20:03:38",7412,"species","avibase-4FF7DE80","Black Vulture","Coragyps atratus","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Olinda--Alto da Sé","L5122266","H",-8.0129272,-34.8492122,"2002-02-22","09:30:00","obsr278750","S74017566","Historical","P62","EBIRD",NA,NA,NA,NA,0,"",0,1,0,"","","",41,8,0
"977","URN:CornellLabOfOrnithology:EBIRD:OBS986176397","2021-03-31 16:03:06.353309",2962,"species","avibase-E565F8E6","Guira Cuckoo","Guira guira","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Recife--Praia de Boa Viagem","L9818713","H",-8.1340607,-34.9013081,"2002-02-22","13:00:00","obsr278750","S74017612","Historical","P62","EBIRD",NA,NA,NA,NA,0,"",0,1,0,"","","on coconut trees by the beach",42,2,0
"1029","URN:CornellLabOfOrnithology:EBIRD:OBS530905307","2018-10-23 23:05:14",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--área geral","L1177580","H",-3.8567187,-32.4275208,"2002-03-01","08:00:00","obsr544187","S39053093","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",43,1,0
"1030","URN:CornellLabOfOrnithology:EBIRD:OBS1418090136","2022-05-07 10:47:28.442569",6998,"species","avibase-5EC21767","Brown Booby","Sula leucogaster","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fernando de Noronha--Praia do Porto","L8005661","H",-3.835034,-32.4002227,"2002-07-09","09:12:00","obsr227308","S109202019","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",1,1,0,"","","",44,1,0
"1031","URN:CornellLabOfOrnithology:EBIRD:OBS1446508511","2022-05-29 21:45:59.380989",9788,"species","avibase-331DC00B","Amazon Kingfisher","Chloroceryle amazona","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Mariaçu","L17994939","H",-8.6720348,-35.0919771,"2002-08-11","","obsr168048","S111668900","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8477760",0,1,0,"","","",45,51,0
"1032","URN:CornellLabOfOrnithology:EBIRD:OBS1443641485","2022-05-29 21:45:59.380989",9788,"species","avibase-331DC00B","Amazon Kingfisher","Chloroceryle amazona","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Mariaçu","L17994939","H",-8.6720348,-35.0919771,"2002-08-11","","obsr605308","S111385668","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8477760",0,1,0,"","","",46,51,0
"1033","URN:CornellLabOfOrnithology:EBIRD:OBS1443642240","2022-05-27 05:41:47.816807",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra de Sirinhaém -- Sítio Mãe da Lua","L18042793","P",-8.6695486,-35.0827491,"2002-08-25","","obsr605308","S111385765","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",47,21,0
"1154","URN:CornellLabOfOrnithology:EBIRD:OBS1443633535","2022-05-27 05:46:08.166465",11494,"species","avibase-20C2214E","American Kestrel","Falco sparverius","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Mariaçu","L17994939","H",-8.6720348,-35.0919771,"2002-09-22","","obsr605308","S111385474","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",48,33,0
"1155","URN:CornellLabOfOrnithology:EBIRD:OBS1442382350","2022-06-06 16:41:45.158727",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Praça Robert Kennedy","L4533349","P",-8.1164244,-34.9184909,"2002-09-15","","obsr605308","S111271275","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",49,17,0
"1157","URN:CornellLabOfOrnithology:EBIRD:OBS1442373501","2022-05-25 19:29:17.894808",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Instituto Federal de Pernambuco, Campus Recife","L19272400","P",-8.0590475,-34.9492967,"2002-09-03","","obsr605308","S111270242","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",50,15,0
"1158","URN:CornellLabOfOrnithology:EBIRD:OBS1442389725","2022-05-25 19:31:53.909988",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Lagoa do Araçá","L9684671","H",-8.0950166,-34.9152065,"2002-09-29","","obsr605308","S111271901","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",51,19,0
"1238","URN:CornellLabOfOrnithology:EBIRD:OBS1443330520","2022-05-26 17:47:39.016728",9788,"species","avibase-331DC00B","Amazon Kingfisher","Chloroceryle amazona","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Lagoa do Araçá","L9684671","H",-8.0950166,-34.9152065,"2002-10-12","","obsr168048","S111358452","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8459132",0,1,0,"","","",52,25,0
"1239","URN:CornellLabOfOrnithology:EBIRD:OBS1442393541","2022-05-26 17:47:39.016728",9788,"species","avibase-331DC00B","Amazon Kingfisher","Chloroceryle amazona","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Lagoa do Araçá","L9684671","H",-8.0950166,-34.9152065,"2002-10-12","","obsr605308","S111273068","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8459132",0,1,0,"","","",53,25,0
"1240","URN:CornellLabOfOrnithology:EBIRD:OBS1442418998","2022-05-25 18:15:20.02761",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Lagoa do Araçá","L9684671","H",-8.0950166,-34.9152065,"2002-10-19","","obsr605308","S111275082","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,"","","",54,13,0
"1241","URN:CornellLabOfOrnithology:EBIRD:OBS1442428833","2022-05-25 19:34:11.652997",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Praça Marechal Soares de Andrea","L4355176","P",-8.1140599,-34.921721,"2002-10-23","","obsr605308","S111275778","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",55,8,0
"1242","URN:CornellLabOfOrnithology:EBIRD:OBS1442421774","2022-05-25 19:28:19.773435",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Praça Marechal Soares de Andrea","L4355176","P",-8.1140599,-34.921721,"2002-10-24","","obsr605308","S111275998","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",56,7,0
"1243","URN:CornellLabOfOrnithology:EBIRD:OBS1442419676","2022-05-26 17:47:38.936042",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2002-10-13","","obsr605308","S111274310","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8459131",0,1,0,"","","",57,34,0
"1245","URN:CornellLabOfOrnithology:EBIRD:OBS1442427330","2022-05-25 19:33:23.493852",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Praça Robert Kennedy","L4485651","P",-8.1163182,-34.9183863,"2002-10-20","","obsr605308","S111275533","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",58,14,0
"1247","URN:CornellLabOfOrnithology:EBIRD:OBS1443330483","2022-05-26 17:47:38.936042",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2002-10-13","","obsr168048","S111358451","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8459131",0,1,0,"","","",59,34,0
"1248","URN:CornellLabOfOrnithology:EBIRD:OBS1442408879","2022-05-25 18:16:16.537437",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Praça da República","L4432211","P",-8.0609293,-34.8774102,"2002-10-13","","obsr605308","S111273358","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,"","","",60,13,0
"1249","URN:CornellLabOfOrnithology:EBIRD:OBS1442417557","2022-05-25 19:35:10.529471",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Praça Robert Kennedy","L4485651","P",-8.1163182,-34.9183863,"2002-10-29","","obsr605308","S111276629","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",61,15,0
"1426","URN:CornellLabOfOrnithology:EBIRD:OBS1443648242","2022-05-27 06:01:11.514535",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra de Sirinhaém -- Sítio Mãe da Lua","L18042793","P",-8.6695486,-35.0827491,"2002-11-24","","obsr605308","S111386141","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",62,27,0
"1427","URN:CornellLabOfOrnithology:EBIRD:OBS1442465205","2022-05-26 17:47:38.794625",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2002-11-09","","obsr605308","S111279481","Historical","P62","EBIRD",NA,NA,NA,3,1,"G8459129",0,1,0,"","","",63,38,0
"1428","URN:CornellLabOfOrnithology:EBIRD:OBS1442428786","2022-05-25 18:12:59.183924",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque da Jaqueira","L9657854","H",-8.0367555,-34.9041667,"2002-11-03","","obsr605308","S111278409","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,"","","",64,14,0
"1429","URN:CornellLabOfOrnithology:EBIRD:OBS1443330409","2022-05-26 17:47:38.794625",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2002-11-09","","obsr168048","S111358449","Historical","P62","EBIRD",NA,NA,NA,3,1,"G8459129",0,1,0,"","","",65,38,0
"1430","URN:CornellLabOfOrnithology:EBIRD:OBS136235601","2021-03-25 04:52:06.254761",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Recife, Parque das Flores Cemetary","L1377049","P",-8.0805922,-34.961046,"2002-11-25","","obsr235798","S9592507","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",66,24,0
"1431","URN:CornellLabOfOrnithology:EBIRD:OBS1443330444","2022-05-26 17:47:38.875377",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2002-11-02","","obsr168048","S111358450","Historical","P62","EBIRD",NA,NA,NA,3,1,"G8459130",0,1,0,"","","",67,32,0
"1432","URN:CornellLabOfOrnithology:EBIRD:OBS1442438409","2022-05-26 17:47:38.875377",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2002-11-02","","obsr605308","S111277887","Historical","P62","EBIRD",NA,NA,NA,3,1,"G8459130",0,1,0,"","","",68,32,0
"1524","URN:CornellLabOfOrnithology:EBIRD:OBS1442473778","2022-05-25 19:36:37.842555",11575,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Museu da Abolição","L19274657","P",-8.0566724,-34.9090338,"2002-11-18","","obsr605308","S111280760","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",69,1,0
"1632","URN:CornellLabOfOrnithology:EBIRD:OBS1447702105","2022-05-31 06:59:13.592045",5267,"species","avibase-65A6922D","Ash-throated Crake","Mustelirallus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Mariaçu","L17994939","H",-8.6720348,-35.0919771,"2002-12-21","","obsr605308","S111784142","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",70,44,0
"1633","URN:CornellLabOfOrnithology:EBIRD:OBS1443647824","2022-05-27 06:07:26.368818",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra de Sirinhaém -- Sítio Mãe da Lua","L18042793","P",-8.6695486,-35.0827491,"2002-12-15","","obsr605308","S111386273","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",71,28,0
"1634","URN:CornellLabOfOrnithology:EBIRD:OBS1443330344","2022-05-26 17:47:38.632836",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Lagoa do Araçá","L9684671","H",-8.0950166,-34.9152065,"2002-12-29","","obsr168048","S111358447","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8459127",0,1,0,"","","",72,19,0
"1635","URN:CornellLabOfOrnithology:EBIRD:OBS1442482304","2022-06-09 15:58:18.861503",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2002-12-07","","obsr605308","S111281629","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8459128",0,1,0,"","","",73,48,0
"1636","URN:CornellLabOfOrnithology:EBIRD:OBS1442493927","2022-05-26 17:47:38.632836",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Lagoa do Araçá","L9684671","H",-8.0950166,-34.9152065,"2002-12-29","","obsr605308","S111282056","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8459127",0,1,0,"","","",74,19,0
"1637","URN:CornellLabOfOrnithology:EBIRD:OBS1443330372","2022-05-26 17:47:38.688361",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Estadual de Dois Irmãos","L1525514","H",-8.0105639,-34.9473989,"2002-12-07","","obsr168048","S111358448","Historical","P62","EBIRD",NA,NA,NA,2,1,"G8459128",0,1,0,"","","",75,48,0
"1638","URN:CornellLabOfOrnithology:EBIRD:OBS1443651808","2022-05-27 06:18:13.930525",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra de Sirinhaém -- Sítio Mãe da Lua","L18042793","P",-8.6695486,-35.0827491,"2002-12-23","","obsr605308","S111386506","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",76,31,0
"1869","URN:CornellLabOfOrnithology:EBIRD:OBS1443666660","2022-05-27 06:56:06.528981",11494,"species","avibase-20C2214E","American Kestrel","Falco sparverius","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Mariaçu","L17994939","H",-8.6720348,-35.0919771,"2003-01-26","","obsr605308","S111387612","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",77,35,0
"1870","URN:CornellLabOfOrnithology:EBIRD:OBS1443656768","2022-05-27 06:25:42.698249",11494,"species","avibase-20C2214E","American Kestrel","Falco sparverius","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Sítio Mãe da Lua","L18042760","P",-8.6692529,-35.0836702,"2003-01-05","","obsr605308","S111386686","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",78,36,0
"1871","URN:CornellLabOfOrnithology:EBIRD:OBS1443663945","2022-05-27 06:49:07.599196",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra de Sirinhaém -- Sítio Mãe da Lua","L18042793","P",-8.6695486,-35.0827491,"2003-01-12","","obsr605308","S111387371","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",79,28,0
"1872","URN:CornellLabOfOrnithology:EBIRD:OBS1442500497","2022-05-25 18:50:10.619243",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Recife--UFPE","L7899926","H",-8.051146,-34.9513874,"2003-01-31","","obsr605308","S111285016","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,"","","",80,12,0
"1873","URN:CornellLabOfOrnithology:EBIRD:OBS1442509204","2022-05-25 18:38:40.906992",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Praça Amaro Pimentel","L19275347","P",-8.1154611,-34.9176127,"2003-01-23","","obsr605308","S111284191","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",81,10,0
"1876","URN:CornellLabOfOrnithology:EBIRD:OBS1442491781","2022-05-25 19:38:19.06506",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Praça Marechal Soares de Andrea","L4355176","P",-8.1140599,-34.921721,"2003-01-03","","obsr605308","S111282955","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",82,9,0
"1999","URN:CornellLabOfOrnithology:EBIRD:OBS72752140","2021-08-05 16:19:33.691224",9788,"species","avibase-331DC00B","Amazon Kingfisher","Chloroceryle amazona","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Petrolina","L755080","P",-9.4050326,-40.5361176,"2003-02-15","07:00:00","obsr26981","S5168376","Traveling","P22","EBIRD",600,8.047,NA,NA,0,"",0,1,0,"","","",83,56,0
"2002","URN:CornellLabOfOrnithology:EBIRD:OBS1443668577","2022-05-27 07:01:48.403844",5267,"species","avibase-65A6922D","Ash-throated Crake","Mustelirallus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Barra do Sirinhaém--Mariaçu","L17994939","H",-8.6720348,-35.0919771,"2003-02-23","","obsr605308","S111387832","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",84,29,0
"2004","URN:CornellLabOfOrnithology:EBIRD:OBS72738655","2021-08-04 23:08:00.128761",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Recife","L754828","P",-8.0505613,-34.8831367,"2003-02-09","08:00:00","obsr26981","S5167434","Traveling","P22","EBIRD",360,3.219,NA,NA,1,"",0,1,0,"","","",85,33,0
"2005","URN:CornellLabOfOrnithology:EBIRD:OBS1442520874","2022-05-25 18:58:39.833001",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Praça Amaro Pimentel","L19275347","P",-8.1154611,-34.9176127,"2003-02-04","","obsr605308","S111285606","Historical","P62","EBIRD_BRA",NA,NA,NA,1,1,"",0,1,0,"","","",86,11,0
"2006","URN:CornellLabOfOrnithology:EBIRD:OBS1442530562","2022-05-25 19:06:34.798617",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Recife--UFPE","L7899926","H",-8.051146,-34.9513874,"2003-02-05","","obsr605308","S111286211","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,"","","",87,25,0
"2008","URN:CornellLabOfOrnithology:EBIRD:OBS1092167098","2021-03-16 21:18:04.922485",23291,"species","avibase-58C502EA","Barn Swallow","Hirundo rustica","","","","20","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Exú, marsh north side of town","L13984839","P",-7.5084522,-39.7267848,"2003-02-14","11:30:00","obsr210301","S83169285","Historical","P62","EBIRD",30,NA,NA,16,0,"G6394277",0,1,0,"","","",88,5,0
"2009","URN:CornellLabOfOrnithology:EBIRD:OBS72788517","2020-09-23 11:05:58",23291,"species","avibase-58C502EA","Barn Swallow","Hirundo rustica","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Exu","L755884","P",-7.5131089,-39.7123146,"2003-02-14","15:00:00","obsr26981","S5171089","Traveling","P22","EBIRD",60,8.047,NA,15,0,"",0,1,0,"","","",89,3,0
"2010","URN:CornellLabOfOrnithology:EBIRD:OBS1091874761","2021-04-11 17:57:03.086433",23291,"species","avibase-58C502EA","Barn Swallow","Hirundo rustica","","","","20","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Exú, marsh north side of town","L13984839","P",-7.5084522,-39.7267848,"2003-02-14","11:30:00","obsr53921","S83143806","Historical","P62","EBIRD",30,NA,NA,16,0,"G6394277",0,1,0,"","Field Guides tour led by Bret Whitney: we stopped along the highway (BR 122) where a large pond (area mostly dry on our visit) mostly extending east of the road is crossed by a bridge at the north edge of Exú, Pernambuco, Brazil. It was hot and sunny. Based on field notes in notebook and group list. We did not attempt to compile a complete list for this stop.","",90,5,0
"2025","URN:CornellLabOfOrnithology:EBIRD:OBS471416988","2021-08-04 23:05:38.077221",8688,"species","avibase-B9EE9676","Burrowing Owl","Athene cunicularia","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"PE 630 Roadside","L5525468","P",-8.7396634,-40.8867788,"2003-02-16","","obsr178480","S34873848","Historical","P62","EBIRD",NA,NA,NA,15,0,"",0,1,0,"","","",92,7,0
"2030","URN:CornellLabOfOrnithology:EBIRD:OBS471412747","2018-07-05 16:12:48",27138,"species","avibase-F0CD0BD7","Chalk-browed Mockingbird","Mimus saturninus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"PE 630 Roadside","L5525468","P",-8.7396634,-40.8867788,"2003-02-15","","obsr178480","S34873475","Historical","P62","EBIRD",NA,NA,NA,15,0,"",0,1,0,"","Caatinga scrub , evening search for nightjars","",93,5,0
"2034","URN:CornellLabOfOrnithology:EBIRD:OBS471222338","2020-05-25 16:50:03",23383,"species","avibase-F5C181CA","Cliff Swallow","Petrochelidon pyrrhonota","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Exu","L5523371","P",-7.5081422,-39.7260046,"2003-02-14","","obsr178480","S34858121","Historical","P62","EBIRD",NA,NA,NA,15,0,"",0,1,0,"","","",94,1,0
"2092","URN:CornellLabOfOrnithology:EBIRD:OBS471418395","2018-07-05 16:12:48",7429,"species","avibase-1327AC55","Osprey","Pandion haliaetus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Petrolina Road Bridge","L5525578","P",-9.4062449,-40.5045104,"2003-02-16","","obsr178480","S34873967","Historical","P62","EBIRD",NA,NA,NA,15,0,"",0,1,0,"","","",95,1,0
"2093","URN:CornellLabOfOrnithology:EBIRD:OBS72787768","2018-07-05 16:13:23",7429,"species","avibase-1327AC55","Osprey","Pandion haliaetus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Belem de Sao Francisco","L755870","P",-8.7819395,-38.9382935,"2003-02-16","13:00:00","obsr26981","S5171037","Traveling","P22","EBIRD",30,0.402,NA,15,0,"",0,1,0,"","","",96,1,0
