"","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","TAXON.CONCEPT.ID","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","EXOTIC.CODE","OBSERVATION.COUNT","BREEDING.CODE","BREEDING.CATEGORY","BEHAVIOR.CODE","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","ID","NSPECIES","Vireo_gracilirostris"
"63522","URN:CornellLabOfOrnithology:EBIRD:OBS818424146","2019-10-19 17:06:36",5267,"species","avibase-65A6922D","Ash-throated Crake","Mustelirallus albicollis","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Fragmentos de restinga de Rio Formoso","L6539913","H",-8.7040837,-35.1183933,"2019-10-19","16:32:00","obsr553166","S60758420","Traveling","P22","EBIRD",60,1,NA,3,1,"",0,1,0,"","","H",3252,12,0
"63523","URN:CornellLabOfOrnithology:EBIRD:OBS814268223","2020-06-22 18:43:07",5267,"species","avibase-65A6922D","Ash-throated Crake","Mustelirallus albicollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Forbe's Blackbird Marsh","L9990768","P",-8.7550482,-35.1202754,"2019-10-04","05:45:00","obsr553158","S60452565","Traveling","P22","EBIRD",30,0.805,NA,10,1,"G4568004",0,1,0,"","","Heard only",3253,9,0
"63524","URN:CornellLabOfOrnithology:EBIRD:OBS819054335","2021-06-19 11:44:38.722602",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"55580-000, Rio Formoso BR-PE (-8.6296,-35.1829)","L10059328","P",-8.629631,-35.182889,"2019-10-20","06:12:00","obsr641214","S60798871","Traveling","P22","EBIRD",150,3.219,NA,3,1,"",0,1,0,"","","",3254,19,0
"63526","URN:CornellLabOfOrnithology:EBIRD:OBS814327116","2020-02-19 14:53:59",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Jardim dos beija-flores","L6490085","H",-8.693673,-35.856795,"2019-10-06","15:06:00","obsr996579","S60456824","Traveling","P22","EBIRD",102,0.86,NA,5,1,"G4566587",0,1,0,"","","",3255,40,0
"63527","URN:CornellLabOfOrnithology:EBIRD:OBS1337690355","2022-02-08 18:17:10.360814",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Pernambuco, BR (-8,694, -35,856)","L17686106","P",-8.6939111,-35.8562764,"2019-10-06","06:15:00","obsr1063829","S102299461","Traveling","P22","EBIRD",320,4,NA,5,1,"",0,1,0,"","","",3256,88,0
"63528","URN:CornellLabOfOrnithology:EBIRD:OBS1337691077","2022-04-01 19:37:51.365826",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Jardim dos beija-flores","L6490085","H",-8.693673,-35.856795,"2019-10-06","06:15:00","obsr996579","S102299295","Traveling","P22","EBIRD",320,4,NA,5,1,"",0,1,0,"","","",3257,88,0
"63529","URN:CornellLabOfOrnithology:EBIRD:OBS813598074","2020-02-19 14:53:59",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Jardim dos beija-flores","L6490085","H",-8.693673,-35.856795,"2019-10-06","15:06:00","obsr622313","S60405433","Traveling","P22","EBIRD",102,0.86,NA,5,1,"G4566587",0,1,0,"","","",3258,41,0
"63530","URN:CornellLabOfOrnithology:EBIRD:OBS813995054","2020-02-19 14:53:59",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Jardim dos beija-flores","L6490085","H",-8.693673,-35.856795,"2019-10-06","15:06:00","obsr1063829","S60434585","Traveling","P22","EBIRD",102,0.86,NA,5,1,"G4566587",0,1,0,"","","",3259,40,0
"63531","URN:CornellLabOfOrnithology:EBIRD:OBS813602791","2022-02-23 14:40:42.583679",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2019-10-06","05:58:00","obsr622313","S60405784","Traveling","P22","EBIRD",362,9.06,NA,5,1,"G4566589",0,1,0,"","","",3260,61,0
"63532","URN:CornellLabOfOrnithology:EBIRD:OBS814444623","2020-02-19 14:53:59",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Jardim dos beija-flores","L6490085","H",-8.693673,-35.856795,"2019-10-06","11:30:00","obsr680209","S60466702","Stationary","P21","EBIRD",60,NA,NA,2,1,"",0,1,0,"","","",3261,13,0
"63533","URN:CornellLabOfOrnithology:EBIRD:OBS834341037","2021-04-17 19:31:30.414973",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Recife--Parque Santana","L6530066","H",-8.0422669,-34.915977,"2019-10-25","15:10:00","obsr189593","S61946094","Traveling","P22","EBIRD",45,1.5,NA,2,1,"",0,1,0,"","","",3262,21,0
"63534","URN:CornellLabOfOrnithology:EBIRD:OBS819243058","2021-08-17 16:40:06.968978",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2019-10-19","04:30:00","obsr922152","S60810535","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",3263,47,0
"63535","URN:CornellLabOfOrnithology:EBIRD:OBS820092331","2021-03-31 16:03:06.353309",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"221 Rua Francisco Correia Araujo, Pernambuco, BR (-8,044, -34,947)","L10069749","P",-8.0439779,-34.9465048,"2019-10-23","16:08:00","obsr1354872","S60870733","Stationary","P21","EBIRD",6,NA,NA,1,1,"",0,1,0,"","","",3264,4,0
"63536","URN:CornellLabOfOrnithology:EBIRD:OBS813995929","2022-02-23 14:41:18.673856",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2019-10-06","05:58:00","obsr1063829","S60434651","Traveling","P22","EBIRD",362,9.06,NA,5,1,"G4566589",0,1,0,"","","",3265,61,0
"63538","URN:CornellLabOfOrnithology:EBIRD:OBS814204867","2021-03-25 04:52:06.254761",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"161 Avenida Doutor Idelfonso Lopes, Pernambuco, BR","L10006047","P",-8.8860353,-36.4836005,"2019-10-08","05:39:00","obsr1458946","S60447709","Traveling","P22","EBIRD",39,1.27,NA,1,1,"",0,1,0,"","","",3266,10,0
"63539","URN:CornellLabOfOrnithology:EBIRD:OBS819631700","2021-08-10 09:55:32.090381",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"2 Rua José Bento, Pernambuco, BR (-7,347, -37,288)","L10064947","P",-7.3469579,-37.288205,"2019-10-22","06:57:00","obsr1468075","S60837489","Stationary","P21","EBIRD",32,NA,NA,1,1,"",0,1,0,"","","",3267,12,0
"63540","URN:CornellLabOfOrnithology:EBIRD:OBS813987322","2022-02-23 14:41:01.921676",34494,"species","avibase-B78F2D6F","Bananaquit","Coereba flaveola","","","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2019-10-06","05:58:00","obsr996579","S60433997","Traveling","P22","EBIRD",362,9.06,NA,5,1,"G4566589",0,1,0,"","","",3268,61,0
"63541","URN:CornellLabOfOrnithology:EBIRD:OBS819072957","2019-10-20 18:14:48",12913,"issf","avibase-33DD4DAB","Barred Antshrike","Thamnophilus doliatus","Barred Antshrike (Caatinga)","Thamnophilus doliatus capistratus","","X","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Unnamed Road, Pernambuco, BR (-7,368, -37,235)","L10059545","P",-7.3678412,-37.2354465,"2019-10-20","18:52:00","obsr1468075","S60800188","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",3269,13,0
"63542","URN:CornellLabOfOrnithology:EBIRD:OBS816387992","2019-10-14 09:25:36",16492,"species","avibase-85181E5D","Black-backed Water-Tyrant","Fluvicola albiventer","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"São Bento do Una--área geral","L9974232","H",-8.5227563,-36.4438095,"2019-10-13","15:30:00","obsr1452859","S60608697","Historical","P62","EBIRD",150,2,NA,2,1,"",1,1,0,"","","",3270,1,0
"63543","URN:CornellLabOfOrnithology:EBIRD:OBS816395268","2021-03-25 04:52:06.254761",5664,"species","avibase-27903EF7","Black-bellied Plover","Pluvialis squatarola","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Coroa do Avião","L10029965","P",-7.817511,-34.835349,"2019-10-12","07:00:00","obsr645312","S60609271","Historical","P62","EBIRD",240,NA,2,3,1,"",0,1,0,"","Passarinhada para o Dia das Crianças e Dia Mundial das Aves Migratórias","",3271,14,0
"63544","URN:CornellLabOfOrnithology:EBIRD:OBS818395519","2021-06-19 13:38:20.591902",23112,"species","avibase-878C7D44","Black-capped Donacobius","Donacobius atricapilla","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"REBIO Saltinho","L2030668","H",-8.7308717,-35.1759911,"2019-10-19","16:18:00","obsr641214","S60756443","Stationary","P21","EBIRD",30,NA,NA,3,1,"",0,1,0,"","","",3272,9,0
"63553","URN:CornellLabOfOrnithology:EBIRD:OBS816386416","2019-10-14 09:20:22",5626,"species","avibase-D543132B","Black-necked Stilt","Himantopus mexicanus","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"São Bento do Una--área geral","L9974232","H",-8.5227563,-36.4438095,"2019-10-13","15:30:00","obsr1452859","S60608576","Historical","P62","EBIRD",150,2,NA,2,1,"",1,1,0,"","","",3273,1,0
"63554","URN:CornellLabOfOrnithology:EBIRD:OBS812905627","2022-03-01 20:54:17.821909",34360,"species","avibase-C50D59CF","Blue-black Grassquit","Volatinia jacarina","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Lagoa dos Gatos--área geral","L5103984","H",-8.6422,-35.903865,"2019-10-05","07:03:00","obsr622313","S60358568","Traveling","P22","EBIRD",94,4.19,NA,1,1,"G4568101",0,1,0,"","","",3274,28,0
"63556","URN:CornellLabOfOrnithology:EBIRD:OBS814280625","2022-03-01 20:54:17.821909",34360,"species","avibase-C50D59CF","Blue-black Grassquit","Volatinia jacarina","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Lagoa dos Gatos--área urbana","L11219119","H",-8.65543,-35.9034941,"2019-10-05","07:03:00","obsr680209","S60453495","Traveling","P22","EBIRD",94,4.19,NA,1,1,"G4568101",0,1,0,"","","",3275,28,0
"63565","URN:CornellLabOfOrnithology:EBIRD:OBS819057144","2021-08-04 23:08:00.128761",15053,"species","avibase-F9CEDB91","Blue-backed Manakin","Chiroxiphia pareola","","","","6","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Trapiche","L3514873","P",-8.628493,-35.182774,"2019-10-20","06:42:00","obsr553166","S60799060","Traveling","P22","EBIRD",60,1,NA,3,0,"",0,1,0,"","","",3276,9,0
"63586","URN:CornellLabOfOrnithology:EBIRD:OBS822916918","2021-08-10 09:55:28.923428",4133,"species","avibase-77B4C75D","Black Jacobin","Florisuga fusca","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas--Jardim dos beija-flores","L6490085","H",-8.693673,-35.856795,"2019-10-29","14:00:00","obsr624617","S61079176","Stationary","P21","EBIRD",120,NA,NA,1,1,"",0,1,0,"","","",3277,17,0
"63596","URN:CornellLabOfOrnithology:EBIRD:OBS814686353","2021-03-25 04:52:06.254761",7412,"species","avibase-4FF7DE80","Black Vulture","Coragyps atratus","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"161 Avenida Doutor Idelfonso Lopes, Pernambuco, BR","L10006047","P",-8.8860353,-36.4836005,"2019-10-09","15:55:00","obsr1458946","S60484318","Traveling","P22","EBIRD",63,2.05,NA,1,1,"",0,1,0,"","","",3278,12,0
"63601","URN:CornellLabOfOrnithology:EBIRD:OBS816383870","2019-10-14 09:08:45",7412,"species","avibase-4FF7DE80","Black Vulture","Coragyps atratus","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"São Bento do Una--área geral","L9974232","H",-8.5227563,-36.4438095,"2019-10-13","15:30:00","obsr1452859","S60608371","Historical","P62","EBIRD",150,2,NA,2,1,"",1,1,0,"","","",3279,1,0
"63609","URN:CornellLabOfOrnithology:EBIRD:OBS814647715","2021-03-25 04:52:06.254761",7412,"species","avibase-4FF7DE80","Black Vulture","Coragyps atratus","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Convento Carmelita Nossa Senhora Peregrina, Camocim de São Félix","L10010819","P",-8.3708871,-35.7639559,"2019-10-05","12:47:00","obsr605308","S60481623","Stationary","P21","EBIRD",49,NA,NA,1,1,"",0,1,0,"","","",3280,19,0
"63617","URN:CornellLabOfOrnithology:EBIRD:OBS814268097","2019-10-08 10:57:05",4286,"species","avibase-36FEAD7A","Black-throated Mango","Anthracothorax nigricollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"REBIO Saltinho","L2030668","H",-8.7308717,-35.1759911,"2019-10-04","06:20:00","obsr553158","S60452553","Stationary","P21","EBIRD",30,NA,NA,10,1,"G4568003",0,1,0,"","","",3281,3,0
"63618","URN:CornellLabOfOrnithology:EBIRD:OBS812754587","2019-10-08 10:57:05",4286,"species","avibase-36FEAD7A","Black-throated Mango","Anthracothorax nigricollis","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"REBIO Saltinho","L2030668","H",-8.7308717,-35.1759911,"2019-10-04","06:20:00","obsr163746","S60347647","Stationary","P21","EBIRD",30,NA,NA,10,1,"G4568003",0,1,0,"","","",3282,3,0
"63686","URN:CornellLabOfOrnithology:EBIRD:OBS1258433335","2021-10-15 13:41:22.581489",8688,"species","avibase-B9EE9676","Burrowing Owl","Athene cunicularia","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Museu Gonzagão, Pernambuco, BR (-7,522, -39,725)","L16648707","P",-7.5219576,-39.7251067,"2019-10-11","08:00:00","obsr969150","S96185363","Incidental","P20","EBIRD",NA,NA,NA,3,0,"",0,1,0,"","","",3283,2,0
"63699","URN:CornellLabOfOrnithology:EBIRD:OBS813804942","2021-08-10 09:55:30.183612",12421,"species","avibase-B07EFFE6","Cobalt-rumped Parrotlet","Forpus xanthopterygius","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"São Bento do Una--área geral","L9974232","H",-8.5227563,-36.4438095,"2019-10-05","15:00:00","obsr1452859","S60420025","Historical","P62","EBIRD",120,2,2,1,1,"",1,1,0,"","","",3284,1,0
"63702","URN:CornellLabOfOrnithology:EBIRD:OBS816383029","2019-10-14 09:05:11",7247,"species","avibase-6CCDAC53","Cattle Egret","Bubulcus ibis","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"São Bento do Una--área geral","L9974232","H",-8.5227563,-36.4438095,"2019-10-13","15:30:00","obsr1452859","S60608291","Historical","P62","EBIRD",150,1,NA,2,1,"",1,1,0,"","","",3285,1,0
"63708","URN:CornellLabOfOrnithology:EBIRD:OBS822406352","2019-11-18 19:58:22",27138,"species","avibase-F0CD0BD7","Chalk-browed Mockingbird","Mimus saturninus","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Centro de Referência para Recuperação de Áreas Degradadas (CRAD)","L10091854","P",-9.3259274,-40.5484718,"2019-10-30","10:11:00","obsr1470410","S61040745","Stationary","P21","EBIRD",15,NA,NA,1,1,"",0,1,0,"","","",3286,7,0
"63710","URN:CornellLabOfOrnithology:EBIRD:OBS822089980","2021-03-17 19:57:13.222055",27138,"species","avibase-F0CD0BD7","Chalk-browed Mockingbird","Mimus saturninus","","","","9","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Centro de Referência para Recuperação de Áreas Degradadas (CRAD)","L10091854","P",-9.3259274,-40.5484718,"2019-10-29","07:45:00","obsr1470410","S61016862","Traveling","P22","EBIRD",77,1.033,NA,1,1,"",0,1,0,"","","",3287,14,0
"63802","URN:CornellLabOfOrnithology:EBIRD:OBS815337174","2019-10-11 18:43:46",16699,"species","avibase-9C883C7B","Great Kiskadee","Pitangus sulphuratus","","","","1","H ","C2","H ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"47 Rua Dracena, Pernambuco, BR (-7,998, -34,863)","L10018711","P",-7.9984214,-34.8628999,"2019-10-11","17:05:00","obsr1462431","S60535042","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",3288,2,0
"63819","URN:CornellLabOfOrnithology:EBIRD:OBS823546400","2019-11-02 17:22:36",2962,"species","avibase-E565F8E6","Guira Cuckoo","Guira guira","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jiquiá","L8175147","P",-8.0931205,-34.9207324,"2019-10-30","10:50:00","obsr189593","S61124743","Incidental","P20","EBIRD",NA,NA,NA,2,0,"",0,1,0,"","","",3289,1,0
"63834","URN:CornellLabOfOrnithology:EBIRD:OBS814269073","2021-03-25 04:52:06.254761",30494,"species","avibase-240E3390","House Sparrow","Passer domesticus","","","N","5","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"82 Rua Paia, Pernambuco, BR (-9.089, -36.976)","L9979049","P",-9.0892695,-36.9762245,"2019-10-01","14:30:00","obsr553158","S60452622","Incidental","P20","EBIRD",NA,NA,NA,10,0,"G4568014",0,1,0,"","","",3290,4,0
"63842","URN:CornellLabOfOrnithology:EBIRD:OBS811813911","2021-03-25 04:52:06.254761",30494,"species","avibase-240E3390","House Sparrow","Passer domesticus","","","N","5","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"82 Rua Paia, Pernambuco, BR (-9.089, -36.976)","L9979049","P",-9.0892695,-36.9762245,"2019-10-01","14:30:00","obsr163746","S60271695","Incidental","P20","EBIRD",NA,NA,NA,10,0,"G4568014",0,1,0,"","","",3291,4,0
"64006","URN:CornellLabOfOrnithology:EBIRD:OBS818424460","2019-10-19 17:07:21",5034,"species","avibase-FB0419E0","Plain-bellied Emerald","Chrysuronia leucogaster","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Praia de Tamandare","L10052917","P",-8.750149,-35.091127,"2019-10-19","14:09:00","obsr553166","S60758454","Incidental","P20","EBIRD",NA,NA,NA,3,0,"",0,1,0,"","","",3292,1,0
"64075","URN:CornellLabOfOrnithology:EBIRD:OBS815340649","2019-10-11 18:55:53",12599,"species","avibase-A4E6B481","Red-shouldered Macaw","Diopsittaca nobilis","","","","4","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"194AN Rua do Hospício, Pernambuco, BR (-8,058, -34,883)","L10018770","P",-8.0579818,-34.8834496,"2019-10-11","13:10:00","obsr1462431","S60535313","Incidental","P20","EBIRD",NA,NA,NA,2,0,"",0,1,0,"","","",3293,1,0
"64148","URN:CornellLabOfOrnithology:EBIRD:OBS815342310","2019-10-11 19:03:14",8005,"species","avibase-BAA762A5","Savanna Hawk","Buteogallus meridionalis","","","","X","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"1 Rua Dracema, Pernambuco, BR (-7,999, -34,863)","L10018801","P",-7.9985137,-34.8628495,"2019-10-11","07:25:00","obsr1462431","S60535462","Incidental","P20","EBIRD",NA,NA,NA,2,0,"",0,1,0,"","","",3294,1,0
"64149","URN:CornellLabOfOrnithology:EBIRD:OBS816346466","2019-10-14 04:30:31",8005,"species","avibase-BAA762A5","Savanna Hawk","Buteogallus meridionalis","","","","X","F ","C1","F ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"1 Rua Baobá , Pernambuco, BR (-7,999, -34,863)","L10020076","P",-7.9985891,-34.8628019,"2019-10-14","05:05:00","obsr1462431","S60605614","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",3295,2,0
"64156","URN:CornellLabOfOrnithology:EBIRD:OBS815460781","2019-10-12 07:26:26",33805,"species","avibase-67E55116","Sayaca Tanager","Thraupis sayaca","","","","X","H ","C2","H ","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"1 Rua Baobá , Pernambuco, BR (-7,999, -34,863)","L10020076","P",-7.9985891,-34.8628019,"2019-10-12","08:21:00","obsr1462431","S60544093","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,"","","",3296,1,0
"64201","URN:CornellLabOfOrnithology:EBIRD:OBS820013117","2019-10-23 11:23:44",8086,"species","avibase-81463CC0","Short-tailed Hawk","Buteo brachyurus","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Parque Monsenhor Paulo Cremildo Batista de Oliveira","L9955383","H",-8.197721,-35.5573205,"2019-10-23","09:09:00","obsr605308","S60865342","Incidental","P20","EBIRD",NA,NA,NA,2,0,"",0,1,0,"","","",3297,1,0
"64480","URN:CornellLabOfOrnithology:EBIRD:OBS831621056","2021-08-17 16:40:07.39527",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2019-11-25","04:43:00","obsr501068","S61733445","Traveling","P22","EBIRD_BRA",154,1,NA,3,1,"G4695850",0,1,0,"","Callithrix jacchus. Trilha do Mosquito.","",3298,46,0
"64481","URN:CornellLabOfOrnithology:EBIRD:OBS832787094","2021-08-10 09:55:32.666161",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","2","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2019-11-28","16:42:00","obsr501068","S61824853","Traveling","P22","EBIRD_BRA",39,0.75,NA,2,1,"G4703811",0,1,0,"","","",3299,23,0
"64482","URN:CornellLabOfOrnithology:EBIRD:OBS857155044","2021-08-05 16:19:40.283864",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2019-11-21","05:34:00","obsr423094","S63870442","Traveling","P22","EBIRD",672,6.32,NA,2,1,"",0,1,0,"","","Yo 1",3300,36,0
"64483","URN:CornellLabOfOrnithology:EBIRD:OBS832339678","2021-08-17 16:40:07.632781",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2019-11-23","04:24:00","obsr922152","S61788356","Traveling","P22","EBIRD_BRA",154,3.14,NA,3,1,"G4689373",0,1,0,"","","",3301,51,0
"64484","URN:CornellLabOfOrnithology:EBIRD:OBS830764058","2021-08-17 16:40:07.237025",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","4","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2019-11-23","04:24:00","obsr501068","S61667308","Traveling","P22","EBIRD_BRA",154,3.14,NA,3,1,"G4689373",0,1,0,"","Serra do Quengo","",3302,51,0
"64485","URN:CornellLabOfOrnithology:EBIRD:OBS832339531","2021-08-04 23:08:00.128761",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","1","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"Jaqueira--RPPN Frei Caneca","L3298330","H",-8.722466,-35.8372,"2019-11-24","04:27:00","obsr922152","S61788344","Traveling","P22","EBIRD_BRA",188,2.22,NA,3,1,"G4695841",0,1,0,"","","",3303,50,0
"64486","URN:CornellLabOfOrnithology:EBIRD:OBS831984977","2021-08-17 16:40:07.598377",15617,"species","avibase-E7BECBF1","Alagoas Tyrannulet","Phylloscartes ceciliae","","","","3","","","","","Brazil","BR","Pernambuco","BR-PE",NA,NA,NA,NA,NA,NA,"RPPN Pedra D'Antas","L3628125","H",-8.6963418,-35.8592033,"2019-11-26","04:37:00","obsr501068","S61760008","Traveling","P22","EBIRD_BRA",159,3.89,NA,3,1,"G4698183",0,1,0,"","2.5","",3304,59,0
